,y1_countyname,y1_state,y2_countyname,y2_state,n2_inflow,agi_perThou_inflow,agi_inflow,yr_range,year1,year2,mig_direction1,unique_tag,secondary_county
205624,San Diego County,CA,Gwinnett County,GA,148,4539,4539000,1819,2018,2019,inflow,Gwinnett County-San Diego County-CA-1819,"San Diego County, CA"
205625,Fayette County,GA,Gwinnett County,GA,134,3369,3369000,1819,2018,2019,inflow,Gwinnett County-Fayette County-GA-1819,"Fayette County, GA"
205626,New York County,NY,Gwinnett County,GA,133,2979,2979000,1819,2018,2019,inflow,Gwinnett County-New York County-NY-1819,"New York County, NY"
205627,Dallas County,TX,Gwinnett County,GA,127,3343,3343000,1819,2018,2019,inflow,Gwinnett County-Dallas County-TX-1819,"Dallas County, TX"
205628,Lee County,FL,Gwinnett County,GA,164,3556,3556000,1819,2018,2019,inflow,Gwinnett County-Lee County-FL-1819,"Lee County, FL"
205629,Tarrant County,TX,Gwinnett County,GA,157,3149,3149000,1819,2018,2019,inflow,Gwinnett County-Tarrant County-TX-1819,"Tarrant County, TX"
205630,Bibb County,GA,Gwinnett County,GA,150,2741,2741000,1819,2018,2019,inflow,Gwinnett County-Bibb County-GA-1819,"Bibb County, GA"
205631,Clark County,NV,Gwinnett County,GA,151,3780,3780000,1819,2018,2019,inflow,Gwinnett County-Clark County-NV-1819,"Clark County, NV"
205632,Prince George's County,MD,Gwinnett County,GA,137,3385,3385000,1819,2018,2019,inflow,Gwinnett County-Prince George's County-MD-1819,"Prince George's County, MD"
205633,Bergen County,NJ,Gwinnett County,GA,158,4630,4630000,1819,2018,2019,inflow,Gwinnett County-Bergen County-NJ-1819,"Bergen County, NJ"
205634,Hamilton County,TN,Gwinnett County,GA,129,2921,2921000,1819,2018,2019,inflow,Gwinnett County-Hamilton County-TN-1819,"Hamilton County, TN"
205635,Philadelphia County,PA,Gwinnett County,GA,173,2474,2474000,1819,2018,2019,inflow,Gwinnett County-Philadelphia County-PA-1819,"Philadelphia County, PA"
205636,Greenville County,SC,Gwinnett County,GA,133,3579,3579000,1819,2018,2019,inflow,Gwinnett County-Greenville County-SC-1819,"Greenville County, SC"
205637,Marion County,IN,Gwinnett County,GA,146,2094,2094000,1819,2018,2019,inflow,Gwinnett County-Marion County-IN-1819,"Marion County, IN"
205638,Richland County,SC,Gwinnett County,GA,117,3268,3268000,1819,2018,2019,inflow,Gwinnett County-Richland County-SC-1819,"Richland County, SC"
205639,Columbia County,GA,Gwinnett County,GA,125,3868,3868000,1819,2018,2019,inflow,Gwinnett County-Columbia County-GA-1819,"Columbia County, GA"
205640,Coweta County,GA,Gwinnett County,GA,131,3142,3142000,1819,2018,2019,inflow,Gwinnett County-Coweta County-GA-1819,"Coweta County, GA"
205641,Cuyahoga County,OH,Gwinnett County,GA,118,4023,4023000,1819,2018,2019,inflow,Gwinnett County-Cuyahoga County-OH-1819,"Cuyahoga County, OH"
205642,Fairfax County,VA,Gwinnett County,GA,100,4410,4410000,1819,2018,2019,inflow,Gwinnett County-Fairfax County-VA-1819,"Fairfax County, VA"
205643,Brevard County,FL,Gwinnett County,GA,117,2479,2479000,1819,2018,2019,inflow,Gwinnett County-Brevard County-FL-1819,"Brevard County, FL"
205644,King County,WA,Gwinnett County,GA,104,2907,2907000,1819,2018,2019,inflow,Gwinnett County-King County-WA-1819,"King County, WA"
205645,Carroll County,GA,Gwinnett County,GA,96,2935,2935000,1819,2018,2019,inflow,Gwinnett County-Carroll County-GA-1819,"Carroll County, GA"
205646,Montgomery County,MD,Gwinnett County,GA,106,3330,3330000,1819,2018,2019,inflow,Gwinnett County-Montgomery County-MD-1819,"Montgomery County, MD"
205648,Pinellas County,FL,Gwinnett County,GA,86,2233,2233000,1819,2018,2019,inflow,Gwinnett County-Pinellas County-FL-1819,"Pinellas County, FL"
205649,Wayne County,MI,Gwinnett County,GA,111,2521,2521000,1819,2018,2019,inflow,Gwinnett County-Wayne County-MI-1819,"Wayne County, MI"
205650,Santa Clara County,CA,Gwinnett County,GA,104,6264,6264000,1819,2018,2019,inflow,Gwinnett County-Santa Clara County-CA-1819,"Santa Clara County, CA"
205651,Houston County,GA,Gwinnett County,GA,110,2427,2427000,1819,2018,2019,inflow,Gwinnett County-Houston County-GA-1819,"Houston County, GA"
205652,Charleston County,SC,Gwinnett County,GA,100,2172,2172000,1819,2018,2019,inflow,Gwinnett County-Charleston County-SC-1819,"Charleston County, SC"
205653,Hennepin County,MN,Gwinnett County,GA,103,2394,2394000,1819,2018,2019,inflow,Gwinnett County-Hennepin County-MN-1819,"Hennepin County, MN"
205654,Bay County,FL,Gwinnett County,GA,94,2297,2297000,1819,2018,2019,inflow,Gwinnett County-Bay County-FL-1819,"Bay County, FL"
205655,Seminole County,FL,Gwinnett County,GA,94,2468,2468000,1819,2018,2019,inflow,Gwinnett County-Seminole County-FL-1819,"Seminole County, FL"
205656,Bulloch County,GA,Gwinnett County,GA,68,1488,1488000,1819,2018,2019,inflow,Gwinnett County-Bulloch County-GA-1819,"Bulloch County, GA"
205657,Westchester County,NY,Gwinnett County,GA,109,1336,1336000,1819,2018,2019,inflow,Gwinnett County-Westchester County-NY-1819,"Westchester County, NY"
205658,Hartford County,CT,Gwinnett County,GA,76,1959,1959000,1819,2018,2019,inflow,Gwinnett County-Hartford County-CT-1819,"Hartford County, CT"
205659,Middlesex County,NJ,Gwinnett County,GA,91,2571,2571000,1819,2018,2019,inflow,Gwinnett County-Middlesex County-NJ-1819,"Middlesex County, NJ"
205660,Fairfield County,CT,Gwinnett County,GA,75,1807,1807000,1819,2018,2019,inflow,Gwinnett County-Fairfield County-CT-1819,"Fairfield County, CT"
205661,Escambia County,FL,Gwinnett County,GA,82,1894,1894000,1819,2018,2019,inflow,Gwinnett County-Escambia County-FL-1819,"Escambia County, FL"
205662,Bartow County,GA,Gwinnett County,GA,98,1471,1471000,1819,2018,2019,inflow,Gwinnett County-Bartow County-GA-1819,"Bartow County, GA"
205663,Lumpkin County,GA,Gwinnett County,GA,67,1529,1529000,1819,2018,2019,inflow,Gwinnett County-Lumpkin County-GA-1819,"Lumpkin County, GA"
205664,Baltimore County,MD,Gwinnett County,GA,100,1796,1796000,1819,2018,2019,inflow,Gwinnett County-Baltimore County-MD-1819,"Baltimore County, MD"
205665,Oakland County,MI,Gwinnett County,GA,89,2613,2613000,1819,2018,2019,inflow,Gwinnett County-Oakland County-MI-1819,"Oakland County, MI"
205666,Guilford County,NC,Gwinnett County,GA,93,1834,1834000,1819,2018,2019,inflow,Gwinnett County-Guilford County-NC-1819,"Guilford County, NC"
205667,Franklin County,OH,Gwinnett County,GA,97,1820,1820000,1819,2018,2019,inflow,Gwinnett County-Franklin County-OH-1819,"Franklin County, OH"
205668,Travis County,TX,Gwinnett County,GA,81,1859,1859000,1819,2018,2019,inflow,Gwinnett County-Travis County-TX-1819,"Travis County, TX"
205669,Madison County,AL,Gwinnett County,GA,86,3046,3046000,1819,2018,2019,inflow,Gwinnett County-Madison County-AL-1819,"Madison County, AL"
205670,Riverside County,CA,Gwinnett County,GA,93,2563,2563000,1819,2018,2019,inflow,Gwinnett County-Riverside County-CA-1819,"Riverside County, CA"
205671,San Bernardino County,CA,Gwinnett County,GA,73,1526,1526000,1819,2018,2019,inflow,Gwinnett County-San Bernardino County-CA-1819,"San Bernardino County, CA"
205672,Honolulu County,HI,Gwinnett County,GA,74,2151,2151000,1819,2018,2019,inflow,Gwinnett County-Honolulu County-HI-1819,"Honolulu County, HI"
205673,Middlesex County,MA,Gwinnett County,GA,94,2145,2145000,1819,2018,2019,inflow,Gwinnett County-Middlesex County-MA-1819,"Middlesex County, MA"
205674,Hudson County,NJ,Gwinnett County,GA,70,2242,2242000,1819,2018,2019,inflow,Gwinnett County-Hudson County-NJ-1819,"Hudson County, NJ"
205675,Lee County,AL,Gwinnett County,GA,81,2824,2824000,1819,2018,2019,inflow,Gwinnett County-Lee County-AL-1819,"Lee County, AL"
205676,DuPage County,IL,Gwinnett County,GA,85,2386,2386000,1819,2018,2019,inflow,Gwinnett County-DuPage County-IL-1819,"DuPage County, IL"
205677,Passaic County,NJ,Gwinnett County,GA,105,1471,1471000,1819,2018,2019,inflow,Gwinnett County-Passaic County-NJ-1819,"Passaic County, NJ"
205678,Union County,NJ,Gwinnett County,GA,87,3514,3514000,1819,2018,2019,inflow,Gwinnett County-Union County-NJ-1819,"Union County, NJ"
205679,Montgomery County,AL,Gwinnett County,GA,84,1771,1771000,1819,2018,2019,inflow,Gwinnett County-Montgomery County-AL-1819,"Montgomery County, AL"
205680,Lowndes County,GA,Gwinnett County,GA,67,1378,1378000,1819,2018,2019,inflow,Gwinnett County-Lowndes County-GA-1819,"Lowndes County, GA"
205681,Beaufort County,SC,Gwinnett County,GA,70,2162,2162000,1819,2018,2019,inflow,Gwinnett County-Beaufort County-SC-1819,"Beaufort County, SC"
205682,Alameda County,CA,Gwinnett County,GA,65,2938,2938000,1819,2018,2019,inflow,Gwinnett County-Alameda County-CA-1819,"Alameda County, CA"
205683,Suffolk County,MA,Gwinnett County,GA,95,2163,2163000,1819,2018,2019,inflow,Gwinnett County-Suffolk County-MA-1819,"Suffolk County, MA"
205684,Cumberland County,NC,Gwinnett County,GA,87,1574,1574000,1819,2018,2019,inflow,Gwinnett County-Cumberland County-NC-1819,"Cumberland County, NC"
205685,Durham County,NC,Gwinnett County,GA,67,1668,1668000,1819,2018,2019,inflow,Gwinnett County-Durham County-NC-1819,"Durham County, NC"
205686,Dougherty County,GA,Gwinnett County,GA,89,1259,1259000,1819,2018,2019,inflow,Gwinnett County-Dougherty County-GA-1819,"Dougherty County, GA"
205687,Polk County,FL,Gwinnett County,GA,76,1474,1474000,1819,2018,2019,inflow,Gwinnett County-Polk County-FL-1819,"Polk County, FL"
205688,Monroe County,NY,Gwinnett County,GA,75,1708,1708000,1819,2018,2019,inflow,Gwinnett County-Monroe County-NY-1819,"Monroe County, NY"
205689,Oconee County,GA,Gwinnett County,GA,71,2297,2297000,1819,2018,2019,inflow,Gwinnett County-Oconee County-GA-1819,"Oconee County, GA"
205690,St. Louis County,MO,Gwinnett County,GA,81,1842,1842000,1819,2018,2019,inflow,Gwinnett County-St. Louis County-MO-1819,"St. Louis County, MO"
205691,Knox County,TN,Gwinnett County,GA,50,1273,1273000,1819,2018,2019,inflow,Gwinnett County-Knox County-TN-1819,"Knox County, TN"
205692,Sacramento County,CA,Gwinnett County,GA,79,1816,1816000,1819,2018,2019,inflow,Gwinnett County-Sacramento County-CA-1819,"Sacramento County, CA"
205693,Lake County,FL,Gwinnett County,GA,73,2038,2038000,1819,2018,2019,inflow,Gwinnett County-Lake County-FL-1819,"Lake County, FL"
205694,Pasco County,FL,Gwinnett County,GA,69,2303,2303000,1819,2018,2019,inflow,Gwinnett County-Pasco County-FL-1819,"Pasco County, FL"
205695,Habersham County,GA,Gwinnett County,GA,62,1915,1915000,1819,2018,2019,inflow,Gwinnett County-Habersham County-GA-1819,"Habersham County, GA"
205696,Bexar County,TX,Gwinnett County,GA,81,1559,1559000,1819,2018,2019,inflow,Gwinnett County-Bexar County-TX-1819,"Bexar County, TX"
205697,Osceola County,FL,Gwinnett County,GA,86,1346,1346000,1819,2018,2019,inflow,Gwinnett County-Osceola County-FL-1819,"Osceola County, FL"
205698,New Castle County,DE,Gwinnett County,GA,69,1106,1106000,1819,2018,2019,inflow,Gwinnett County-New Castle County-DE-1819,"New Castle County, DE"
205699,District of Columbia,DC,Gwinnett County,GA,45,1922,1922000,1819,2018,2019,inflow,Gwinnett County-District of Columbia-DC-1819,"District of Columbia, DC"
205700,Jefferson County,KY,Gwinnett County,GA,53,1482,1482000,1819,2018,2019,inflow,Gwinnett County-Jefferson County-KY-1819,"Jefferson County, KY"
205701,Erie County,NY,Gwinnett County,GA,70,1581,1581000,1819,2018,2019,inflow,Gwinnett County-Erie County-NY-1819,"Erie County, NY"
205702,Collin County,TX,Gwinnett County,GA,82,2919,2919000,1819,2018,2019,inflow,Gwinnett County-Collin County-TX-1819,"Collin County, TX"
205703,Prince William County,VA,Gwinnett County,GA,62,2021,2021000,1819,2018,2019,inflow,Gwinnett County-Prince William County-VA-1819,"Prince William County, VA"
205704,Leon County,FL,Gwinnett County,GA,55,1091,1091000,1819,2018,2019,inflow,Gwinnett County-Leon County-FL-1819,"Leon County, FL"
205705,St. Lucie County,FL,Gwinnett County,GA,75,1502,1502000,1819,2018,2019,inflow,Gwinnett County-St. Lucie County-FL-1819,"St. Lucie County, FL"
205706,Floyd County,GA,Gwinnett County,GA,54,1723,1723000,1819,2018,2019,inflow,Gwinnett County-Floyd County-GA-1819,"Floyd County, GA"
205707,Essex County,MA,Gwinnett County,GA,66,1805,1805000,1819,2018,2019,inflow,Gwinnett County-Essex County-MA-1819,"Essex County, MA"
205708,Kent County,MI,Gwinnett County,GA,74,1472,1472000,1819,2018,2019,inflow,Gwinnett County-Kent County-MI-1819,"Kent County, MI"
205709,Spartanburg County,SC,Gwinnett County,GA,67,1571,1571000,1819,2018,2019,inflow,Gwinnett County-Spartanburg County-SC-1819,"Spartanburg County, SC"
205710,Dawson County,GA,Gwinnett County,GA,47,1381,1381000,1819,2018,2019,inflow,Gwinnett County-Dawson County-GA-1819,"Dawson County, GA"
205711,Lake County,IL,Gwinnett County,GA,71,1185,1185000,1819,2018,2019,inflow,Gwinnett County-Lake County-IL-1819,"Lake County, IL"
205712,Jefferson Parish,LA,Gwinnett County,GA,57,1312,1312000,1819,2018,2019,inflow,Gwinnett County-Jefferson Parish-LA-1819,"Jefferson Parish, LA"
205713,Orleans Parish,LA,Gwinnett County,GA,62,1155,1155000,1819,2018,2019,inflow,Gwinnett County-Orleans Parish-LA-1819,"Orleans Parish, LA"
205714,Denton County,TX,Gwinnett County,GA,56,2356,2356000,1819,2018,2019,inflow,Gwinnett County-Denton County-TX-1819,"Denton County, TX"
205715,Winnebago County,IL,Gwinnett County,GA,56,1185,1185000,1819,2018,2019,inflow,Gwinnett County-Winnebago County-IL-1819,"Winnebago County, IL"
205716,Onondaga County,NY,Gwinnett County,GA,62,1047,1047000,1819,2018,2019,inflow,Gwinnett County-Onondaga County-NY-1819,"Onondaga County, NY"
205717,Hamilton County,OH,Gwinnett County,GA,62,1678,1678000,1819,2018,2019,inflow,Gwinnett County-Hamilton County-OH-1819,"Hamilton County, OH"
205718,Fort Bend County,TX,Gwinnett County,GA,58,1195,1195000,1819,2018,2019,inflow,Gwinnett County-Fort Bend County-TX-1819,"Fort Bend County, TX"
205719,Mobile County,AL,Gwinnett County,GA,59,1435,1435000,1819,2018,2019,inflow,Gwinnett County-Mobile County-AL-1819,"Mobile County, AL"
205720,Alachua County,FL,Gwinnett County,GA,64,1691,1691000,1819,2018,2019,inflow,Gwinnett County-Alachua County-FL-1819,"Alachua County, FL"
205721,Volusia County,FL,Gwinnett County,GA,49,1075,1075000,1819,2018,2019,inflow,Gwinnett County-Volusia County-FL-1819,"Volusia County, FL"
205722,Hinds County,MS,Gwinnett County,GA,59,1217,1217000,1819,2018,2019,inflow,Gwinnett County-Hinds County-MS-1819,"Hinds County, MS"
205723,Pierce County,WA,Gwinnett County,GA,59,970,970000,1819,2018,2019,inflow,Gwinnett County-Pierce County-WA-1819,"Pierce County, WA"
205724,Tuscaloosa County,AL,Gwinnett County,GA,58,1077,1077000,1819,2018,2019,inflow,Gwinnett County-Tuscaloosa County-AL-1819,"Tuscaloosa County, AL"
205725,El Paso County,CO,Gwinnett County,GA,61,1710,1710000,1819,2018,2019,inflow,Gwinnett County-El Paso County-CO-1819,"El Paso County, CO"
205726,Okaloosa County,FL,Gwinnett County,GA,51,1530,1530000,1819,2018,2019,inflow,Gwinnett County-Okaloosa County-FL-1819,"Okaloosa County, FL"
205727,Sarasota County,FL,Gwinnett County,GA,43,941,941000,1819,2018,2019,inflow,Gwinnett County-Sarasota County-FL-1819,"Sarasota County, FL"
205728,Allegheny County,PA,Gwinnett County,GA,56,1742,1742000,1819,2018,2019,inflow,Gwinnett County-Allegheny County-PA-1819,"Allegheny County, PA"
205729,Lancaster County,PA,Gwinnett County,GA,55,817,817000,1819,2018,2019,inflow,Gwinnett County-Lancaster County-PA-1819,"Lancaster County, PA"
205730,Denver County,CO,Gwinnett County,GA,42,1221,1221000,1819,2018,2019,inflow,Gwinnett County-Denver County-CO-1819,"Denver County, CO"
205731,East Baton Rouge Parish,LA,Gwinnett County,GA,51,1243,1243000,1819,2018,2019,inflow,Gwinnett County-East Baton Rouge Parish-LA-1819,"East Baton Rouge Parish, LA"
205732,Arapahoe County,CO,Gwinnett County,GA,53,1537,1537000,1819,2018,2019,inflow,Gwinnett County-Arapahoe County-CO-1819,"Arapahoe County, CO"
205733,Onslow County,NC,Gwinnett County,GA,60,978,978000,1819,2018,2019,inflow,Gwinnett County-Onslow County-NC-1819,"Onslow County, NC"
205734,Pulaski County,AR,Gwinnett County,GA,53,1153,1153000,1819,2018,2019,inflow,Gwinnett County-Pulaski County-AR-1819,"Pulaski County, AR"
205735,Rutherford County,TN,Gwinnett County,GA,54,1663,1663000,1819,2018,2019,inflow,Gwinnett County-Rutherford County-TN-1819,"Rutherford County, TN"
205736,Bell County,TX,Gwinnett County,GA,64,875,875000,1819,2018,2019,inflow,Gwinnett County-Bell County-TX-1819,"Bell County, TX"
205737,Anne Arundel County,MD,Gwinnett County,GA,64,1181,1181000,1819,2018,2019,inflow,Gwinnett County-Anne Arundel County-MD-1819,"Anne Arundel County, MD"
205738,Anderson County,SC,Gwinnett County,GA,45,786,786000,1819,2018,2019,inflow,Gwinnett County-Anderson County-SC-1819,"Anderson County, SC"
205739,Contra Costa County,CA,Gwinnett County,GA,49,1448,1448000,1819,2018,2019,inflow,Gwinnett County-Contra Costa County-CA-1819,"Contra Costa County, CA"
205740,Collier County,FL,Gwinnett County,GA,47,746,746000,1819,2018,2019,inflow,Gwinnett County-Collier County-FL-1819,"Collier County, FL"
205741,Marion County,FL,Gwinnett County,GA,45,1366,1366000,1819,2018,2019,inflow,Gwinnett County-Marion County-FL-1819,"Marion County, FL"
205742,Glynn County,GA,Gwinnett County,GA,38,1330,1330000,1819,2018,2019,inflow,Gwinnett County-Glynn County-GA-1819,"Glynn County, GA"
205743,Burlington County,NJ,Gwinnett County,GA,40,1495,1495000,1819,2018,2019,inflow,Gwinnett County-Burlington County-NJ-1819,"Burlington County, NJ"
205744,Shelby County,AL,Gwinnett County,GA,50,1029,1029000,1819,2018,2019,inflow,Gwinnett County-Shelby County-AL-1819,"Shelby County, AL"
205745,New Haven County,CT,Gwinnett County,GA,51,850,850000,1819,2018,2019,inflow,Gwinnett County-New Haven County-CT-1819,"New Haven County, CT"
205746,St. Johns County,FL,Gwinnett County,GA,38,1412,1412000,1819,2018,2019,inflow,Gwinnett County-St. Johns County-FL-1819,"St. Johns County, FL"
205747,Morris County,NJ,Gwinnett County,GA,45,2263,2263000,1819,2018,2019,inflow,Gwinnett County-Morris County-NJ-1819,"Morris County, NJ"
205748,Somerset County,NJ,Gwinnett County,GA,36,1088,1088000,1819,2018,2019,inflow,Gwinnett County-Somerset County-NJ-1819,"Somerset County, NJ"
205749,Montgomery County,PA,Gwinnett County,GA,44,1145,1145000,1819,2018,2019,inflow,Gwinnett County-Montgomery County-PA-1819,"Montgomery County, PA"
205750,Chesterfield County,VA,Gwinnett County,GA,37,775,775000,1819,2018,2019,inflow,Gwinnett County-Chesterfield County-VA-1819,"Chesterfield County, VA"
205751,Henrico County,VA,Gwinnett County,GA,44,944,944000,1819,2018,2019,inflow,Gwinnett County-Henrico County-VA-1819,"Henrico County, VA"
205752,Manatee County,FL,Gwinnett County,GA,42,1390,1390000,1819,2018,2019,inflow,Gwinnett County-Manatee County-FL-1819,"Manatee County, FL"
205753,Spalding County,GA,Gwinnett County,GA,40,902,902000,1819,2018,2019,inflow,Gwinnett County-Spalding County-GA-1819,"Spalding County, GA"
205754,Stephens County,GA,Gwinnett County,GA,45,672,672000,1819,2018,2019,inflow,Gwinnett County-Stephens County-GA-1819,"Stephens County, GA"
205755,Troup County,GA,Gwinnett County,GA,42,769,769000,1819,2018,2019,inflow,Gwinnett County-Troup County-GA-1819,"Troup County, GA"
205756,Fayette County,KY,Gwinnett County,GA,35,1095,1095000,1819,2018,2019,inflow,Gwinnett County-Fayette County-KY-1819,"Fayette County, KY"
205757,Baltimore city,MD,Gwinnett County,GA,44,697,697000,1819,2018,2019,inflow,Gwinnett County-Baltimore city-MD-1819,"Baltimore city, MD"
205758,Delaware County,PA,Gwinnett County,GA,40,1038,1038000,1819,2018,2019,inflow,Gwinnett County-Delaware County-PA-1819,"Delaware County, PA"
205759,Danville city,VA,Gwinnett County,GA,42,459,459000,1819,2018,2019,inflow,Gwinnett County-Danville city-VA-1819,"Danville city, VA"
205760,Milwaukee County,WI,Gwinnett County,GA,46,706,706000,1819,2018,2019,inflow,Gwinnett County-Milwaukee County-WI-1819,"Milwaukee County, WI"
205761,Pickens County,GA,Gwinnett County,GA,31,1029,1029000,1819,2018,2019,inflow,Gwinnett County-Pickens County-GA-1819,"Pickens County, GA"
205762,White County,GA,Gwinnett County,GA,38,1086,1086000,1819,2018,2019,inflow,Gwinnett County-White County-GA-1819,"White County, GA"
205763,Will County,IL,Gwinnett County,GA,43,1042,1042000,1819,2018,2019,inflow,Gwinnett County-Will County-IL-1819,"Will County, IL"
205764,Lake County,IN,Gwinnett County,GA,37,876,876000,1819,2018,2019,inflow,Gwinnett County-Lake County-IN-1819,"Lake County, IN"
205765,Norfolk County,MA,Gwinnett County,GA,47,2023,2023000,1819,2018,2019,inflow,Gwinnett County-Norfolk County-MA-1819,"Norfolk County, MA"
205766,Worcester County,MA,Gwinnett County,GA,41,1005,1005000,1819,2018,2019,inflow,Gwinnett County-Worcester County-MA-1819,"Worcester County, MA"
205767,Jackson County,MO,Gwinnett County,GA,32,791,791000,1819,2018,2019,inflow,Gwinnett County-Jackson County-MO-1819,"Jackson County, MO"
205768,New Hanover County,NC,Gwinnett County,GA,44,940,940000,1819,2018,2019,inflow,Gwinnett County-New Hanover County-NC-1819,"New Hanover County, NC"
205769,York County,SC,Gwinnett County,GA,50,1078,1078000,1819,2018,2019,inflow,Gwinnett County-York County-SC-1819,"York County, SC"
205770,Snohomish County,WA,Gwinnett County,GA,41,821,821000,1819,2018,2019,inflow,Gwinnett County-Snohomish County-WA-1819,"Snohomish County, WA"
205912,Henry County Total Migration-US and Foreign,GA,Henry County,GA,20216,420530,420530000,1819,2018,2019,inflow,Henry County total migration-1819,"Henry County Total Migration-US and Foreign, GA"
205918,Clayton County,GA,Henry County,GA,4902,82958,82958000,1819,2018,2019,inflow,Henry County-Clayton County-GA-1819,"Clayton County, GA"
205919,DeKalb County,GA,Henry County,GA,1786,35938,35938000,1819,2018,2019,inflow,Henry County-DeKalb County-GA-1819,"DeKalb County, GA"
205920,Fulton County,GA,Henry County,GA,1538,34248,34248000,1819,2018,2019,inflow,Henry County-Fulton County-GA-1819,"Fulton County, GA"
205921,Spalding County,GA,Henry County,GA,731,13259,13259000,1819,2018,2019,inflow,Henry County-Spalding County-GA-1819,"Spalding County, GA"
205922,Gwinnett County,GA,Henry County,GA,632,12259,12259000,1819,2018,2019,inflow,Henry County-Gwinnett County-GA-1819,"Gwinnett County, GA"
205923,Cobb County,GA,Henry County,GA,559,14102,14102000,1819,2018,2019,inflow,Henry County-Cobb County-GA-1819,"Cobb County, GA"
205924,Rockdale County,GA,Henry County,GA,499,11560,11560000,1819,2018,2019,inflow,Henry County-Rockdale County-GA-1819,"Rockdale County, GA"
205925,Newton County,GA,Henry County,GA,426,7766,7766000,1819,2018,2019,inflow,Henry County-Newton County-GA-1819,"Newton County, GA"
205926,Butts County,GA,Henry County,GA,314,5489,5489000,1819,2018,2019,inflow,Henry County-Butts County-GA-1819,"Butts County, GA"
205927,Fayette County,GA,Henry County,GA,264,7035,7035000,1819,2018,2019,inflow,Henry County-Fayette County-GA-1819,"Fayette County, GA"
205928,Bibb County,GA,Henry County,GA,246,5759,5759000,1819,2018,2019,inflow,Henry County-Bibb County-GA-1819,"Bibb County, GA"
205929,Miami-Dade County,FL,Henry County,GA,204,3868,3868000,1819,2018,2019,inflow,Henry County-Miami-Dade County-FL-1819,"Miami-Dade County, FL"
205930,Broward County,FL,Henry County,GA,192,3951,3951000,1819,2018,2019,inflow,Henry County-Broward County-FL-1819,"Broward County, FL"
205931,Coweta County,GA,Henry County,GA,141,3238,3238000,1819,2018,2019,inflow,Henry County-Coweta County-GA-1819,"Coweta County, GA"
205932,Douglas County,GA,Henry County,GA,169,3198,3198000,1819,2018,2019,inflow,Henry County-Douglas County-GA-1819,"Douglas County, GA"
205933,Houston County,GA,Henry County,GA,156,3924,3924000,1819,2018,2019,inflow,Henry County-Houston County-GA-1819,"Houston County, GA"
205934,Kings County,NY,Henry County,GA,118,2631,2631000,1819,2018,2019,inflow,Henry County-Kings County-NY-1819,"Kings County, NY"
205935,Chatham County,GA,Henry County,GA,118,1708,1708000,1819,2018,2019,inflow,Henry County-Chatham County-GA-1819,"Chatham County, GA"
205936,Cook County,IL,Henry County,GA,102,3453,3453000,1819,2018,2019,inflow,Henry County-Cook County-IL-1819,"Cook County, IL"
205937,Muscogee County,GA,Henry County,GA,90,1552,1552000,1819,2018,2019,inflow,Henry County-Muscogee County-GA-1819,"Muscogee County, GA"
205938,Queens County,NY,Henry County,GA,108,2225,2225000,1819,2018,2019,inflow,Henry County-Queens County-NY-1819,"Queens County, NY"
205939,Monroe County,GA,Henry County,GA,97,1763,1763000,1819,2018,2019,inflow,Henry County-Monroe County-GA-1819,"Monroe County, GA"
205940,Los Angeles County,CA,Henry County,GA,69,2716,2716000,1819,2018,2019,inflow,Henry County-Los Angeles County-CA-1819,"Los Angeles County, CA"
205941,Duval County,FL,Henry County,GA,77,1265,1265000,1819,2018,2019,inflow,Henry County-Duval County-FL-1819,"Duval County, FL"
205942,Orange County,FL,Henry County,GA,70,1878,1878000,1819,2018,2019,inflow,Henry County-Orange County-FL-1819,"Orange County, FL"
205943,Lamar County,GA,Henry County,GA,74,1839,1839000,1819,2018,2019,inflow,Henry County-Lamar County-GA-1819,"Lamar County, GA"
205944,Walton County,GA,Henry County,GA,70,1576,1576000,1819,2018,2019,inflow,Henry County-Walton County-GA-1819,"Walton County, GA"
205945,Cherokee County,GA,Henry County,GA,58,1158,1158000,1819,2018,2019,inflow,Henry County-Cherokee County-GA-1819,"Cherokee County, GA"
205946,Dougherty County,GA,Henry County,GA,69,935,935000,1819,2018,2019,inflow,Henry County-Dougherty County-GA-1819,"Dougherty County, GA"
205947,Paulding County,GA,Henry County,GA,66,1638,1638000,1819,2018,2019,inflow,Henry County-Paulding County-GA-1819,"Paulding County, GA"
205948,Carroll County,GA,Henry County,GA,62,930,930000,1819,2018,2019,inflow,Henry County-Carroll County-GA-1819,"Carroll County, GA"
205949,Bronx County,NY,Henry County,GA,59,1698,1698000,1819,2018,2019,inflow,Henry County-Bronx County-NY-1819,"Bronx County, NY"
205950,Nassau County,NY,Henry County,GA,54,1808,1808000,1819,2018,2019,inflow,Henry County-Nassau County-NY-1819,"Nassau County, NY"
205951,Shelby County,TN,Henry County,GA,67,1237,1237000,1819,2018,2019,inflow,Henry County-Shelby County-TN-1819,"Shelby County, TN"
205953,Palm Beach County,FL,Henry County,GA,68,1098,1098000,1819,2018,2019,inflow,Henry County-Palm Beach County-FL-1819,"Palm Beach County, FL"
205954,Pike County,GA,Henry County,GA,66,1344,1344000,1819,2018,2019,inflow,Henry County-Pike County-GA-1819,"Pike County, GA"
205955,Wayne County,MI,Henry County,GA,50,1033,1033000,1819,2018,2019,inflow,Henry County-Wayne County-MI-1819,"Wayne County, MI"
