,unique_tag,secondary_county_y,yr_range,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net,arc_county,unique_tag2
2531,Gwinnett County-Osceola County-FL-1819,"Osceola County, FL",1819,2018,2019,86,1346000,57,1343000,29,3000,Gwinnett County,Gwinnett County-Osceola County-FL
2532,Gwinnett County-District of Columbia-DC-1819,"District of Columbia, DC",1819,2018,2019,45,1922000,53,2018000,-8,-96000,Gwinnett County,Gwinnett County-District of Columbia-DC
2533,Gwinnett County-Jefferson County-KY-1819,"Jefferson County, KY",1819,2018,2019,53,1482000,38,1246000,15,236000,Gwinnett County,Gwinnett County-Jefferson County-KY
2534,Gwinnett County-Erie County-NY-1819,"Erie County, NY",1819,2018,2019,70,1581000,38,719000,32,862000,Gwinnett County,Gwinnett County-Erie County-NY
2535,Gwinnett County-Collin County-TX-1819,"Collin County, TX",1819,2018,2019,82,2919000,135,5757000,-53,-2838000,Gwinnett County,Gwinnett County-Collin County-TX
2536,Gwinnett County-Prince William County-VA-1819,"Prince William County, VA",1819,2018,2019,62,2021000,71,2678000,-9,-657000,Gwinnett County,Gwinnett County-Prince William County-VA
2537,Gwinnett County-Leon County-FL-1819,"Leon County, FL",1819,2018,2019,55,1091000,50,1654000,5,-563000,Gwinnett County,Gwinnett County-Leon County-FL
2538,Gwinnett County-St. Lucie County-FL-1819,"St. Lucie County, FL",1819,2018,2019,75,1502000,75,1344000,0,158000,Gwinnett County,Gwinnett County-St. Lucie County-FL
2539,Gwinnett County-Floyd County-GA-1819,"Floyd County, GA",1819,2018,2019,54,1723000,73,1975000,-19,-252000,Gwinnett County,Gwinnett County-Floyd County-GA
2540,Gwinnett County-Spartanburg County-SC-1819,"Spartanburg County, SC",1819,2018,2019,67,1571000,42,1184000,25,387000,Gwinnett County,Gwinnett County-Spartanburg County-SC
2541,Gwinnett County-Dawson County-GA-1819,"Dawson County, GA",1819,2018,2019,47,1381000,147,4676000,-100,-3295000,Gwinnett County,Gwinnett County-Dawson County-GA
2542,Gwinnett County-Jefferson Parish-LA-1819,"Jefferson Parish, LA",1819,2018,2019,57,1312000,53,709000,4,603000,Gwinnett County,Gwinnett County-Jefferson Parish-LA
2543,Gwinnett County-Orleans Parish-LA-1819,"Orleans Parish, LA",1819,2018,2019,62,1155000,43,771000,19,384000,Gwinnett County,Gwinnett County-Orleans Parish-LA
2544,Gwinnett County-Denton County-TX-1819,"Denton County, TX",1819,2018,2019,56,2356000,97,4000000,-41,-1644000,Gwinnett County,Gwinnett County-Denton County-TX
2545,Gwinnett County-Hamilton County-OH-1819,"Hamilton County, OH",1819,2018,2019,62,1678000,41,1105000,21,573000,Gwinnett County,Gwinnett County-Hamilton County-OH
2546,Gwinnett County-Fort Bend County-TX-1819,"Fort Bend County, TX",1819,2018,2019,58,1195000,84,2549000,-26,-1354000,Gwinnett County,Gwinnett County-Fort Bend County-TX
2547,Gwinnett County-Mobile County-AL-1819,"Mobile County, AL",1819,2018,2019,59,1435000,45,1268000,14,167000,Gwinnett County,Gwinnett County-Mobile County-AL
2548,Gwinnett County-Volusia County-FL-1819,"Volusia County, FL",1819,2018,2019,49,1075000,92,6629000,-43,-5554000,Gwinnett County,Gwinnett County-Volusia County-FL
2549,Gwinnett County-Pierce County-WA-1819,"Pierce County, WA",1819,2018,2019,59,970000,42,818000,17,152000,Gwinnett County,Gwinnett County-Pierce County-WA
2550,Gwinnett County-El Paso County-CO-1819,"El Paso County, CO",1819,2018,2019,61,1710000,52,1005000,9,705000,Gwinnett County,Gwinnett County-El Paso County-CO
2551,Gwinnett County-Okaloosa County-FL-1819,"Okaloosa County, FL",1819,2018,2019,51,1530000,48,1535000,3,-5000,Gwinnett County,Gwinnett County-Okaloosa County-FL
2552,Gwinnett County-Sarasota County-FL-1819,"Sarasota County, FL",1819,2018,2019,43,941000,63,2632000,-20,-1691000,Gwinnett County,Gwinnett County-Sarasota County-FL
2553,Gwinnett County-Allegheny County-PA-1819,"Allegheny County, PA",1819,2018,2019,56,1742000,73,1383000,-17,359000,Gwinnett County,Gwinnett County-Allegheny County-PA
2554,Gwinnett County-Denver County-CO-1819,"Denver County, CO",1819,2018,2019,42,1221000,82,2883000,-40,-1662000,Gwinnett County,Gwinnett County-Denver County-CO
2555,Gwinnett County-Arapahoe County-CO-1819,"Arapahoe County, CO",1819,2018,2019,53,1537000,55,1454000,-2,83000,Gwinnett County,Gwinnett County-Arapahoe County-CO
2556,Gwinnett County-Onslow County-NC-1819,"Onslow County, NC",1819,2018,2019,60,978000,53,956000,7,22000,Gwinnett County,Gwinnett County-Onslow County-NC
2557,Gwinnett County-Rutherford County-TN-1819,"Rutherford County, TN",1819,2018,2019,54,1663000,43,1651000,11,12000,Gwinnett County,Gwinnett County-Rutherford County-TN
2558,Gwinnett County-Anderson County-SC-1819,"Anderson County, SC",1819,2018,2019,45,786000,65,2755000,-20,-1969000,Gwinnett County,Gwinnett County-Anderson County-SC
2559,Gwinnett County-Marion County-FL-1819,"Marion County, FL",1819,2018,2019,45,1366000,43,1415000,2,-49000,Gwinnett County,Gwinnett County-Marion County-FL
2560,Gwinnett County-Glynn County-GA-1819,"Glynn County, GA",1819,2018,2019,38,1330000,52,3531000,-14,-2201000,Gwinnett County,Gwinnett County-Glynn County-GA
2561,Gwinnett County-Shelby County-AL-1819,"Shelby County, AL",1819,2018,2019,50,1029000,43,1335000,7,-306000,Gwinnett County,Gwinnett County-Shelby County-AL
2562,Gwinnett County-St. Johns County-FL-1819,"St. Johns County, FL",1819,2018,2019,38,1412000,84,5372000,-46,-3960000,Gwinnett County,Gwinnett County-St. Johns County-FL
2563,Gwinnett County-Manatee County-FL-1819,"Manatee County, FL",1819,2018,2019,42,1390000,52,2435000,-10,-1045000,Gwinnett County,Gwinnett County-Manatee County-FL
2564,Gwinnett County-Spalding County-GA-1819,"Spalding County, GA",1819,2018,2019,40,902000,70,1830000,-30,-928000,Gwinnett County,Gwinnett County-Spalding County-GA
2565,Gwinnett County-Stephens County-GA-1819,"Stephens County, GA",1819,2018,2019,45,672000,60,1685000,-15,-1013000,Gwinnett County,Gwinnett County-Stephens County-GA
2566,Gwinnett County-Troup County-GA-1819,"Troup County, GA",1819,2018,2019,42,769000,51,1154000,-9,-385000,Gwinnett County,Gwinnett County-Troup County-GA
2567,Gwinnett County-Baltimore city-MD-1819,"Baltimore city, MD",1819,2018,2019,44,697000,36,519000,8,178000,Gwinnett County,Gwinnett County-Baltimore city-MD
2568,Gwinnett County-Milwaukee County-WI-1819,"Milwaukee County, WI",1819,2018,2019,46,706000,33,906000,13,-200000,Gwinnett County,Gwinnett County-Milwaukee County-WI
2569,Gwinnett County-Pickens County-GA-1819,"Pickens County, GA",1819,2018,2019,31,1029000,67,2585000,-36,-1556000,Gwinnett County,Gwinnett County-Pickens County-GA
2570,Gwinnett County-White County-GA-1819,"White County, GA",1819,2018,2019,38,1086000,105,3650000,-67,-2564000,Gwinnett County,Gwinnett County-White County-GA
2572,Henry County-Clayton County-GA-1819,"Clayton County, GA",1819,2018,2019,4902,82958000,2819,43647000,2083,39311000,Henry County,Henry County-Clayton County-GA
2573,Henry County-DeKalb County-GA-1819,"DeKalb County, GA",1819,2018,2019,1786,35938000,1095,21598000,691,14340000,Henry County,Henry County-DeKalb County-GA
2574,Henry County-Fulton County-GA-1819,"Fulton County, GA",1819,2018,2019,1538,34248000,1185,33794000,353,454000,Henry County,Henry County-Fulton County-GA
2575,Henry County-Spalding County-GA-1819,"Spalding County, GA",1819,2018,2019,731,13259000,996,20122000,-265,-6863000,Henry County,Henry County-Spalding County-GA
2576,Henry County-Gwinnett County-GA-1819,"Gwinnett County, GA",1819,2018,2019,632,12259000,534,11823000,98,436000,Henry County,Henry County-Gwinnett County-GA
2577,Henry County-Cobb County-GA-1819,"Cobb County, GA",1819,2018,2019,559,14102000,540,21602000,19,-7500000,Henry County,Henry County-Cobb County-GA
2578,Henry County-Rockdale County-GA-1819,"Rockdale County, GA",1819,2018,2019,499,11560000,352,6954000,147,4606000,Henry County,Henry County-Rockdale County-GA
2579,Henry County-Newton County-GA-1819,"Newton County, GA",1819,2018,2019,426,7766000,437,9088000,-11,-1322000,Henry County,Henry County-Newton County-GA
2580,Henry County-Butts County-GA-1819,"Butts County, GA",1819,2018,2019,314,5489000,519,13407000,-205,-7918000,Henry County,Henry County-Butts County-GA
2581,Henry County-Fayette County-GA-1819,"Fayette County, GA",1819,2018,2019,264,7035000,428,16987000,-164,-9952000,Henry County,Henry County-Fayette County-GA
2582,Henry County-Bibb County-GA-1819,"Bibb County, GA",1819,2018,2019,246,5759000,107,2757000,139,3002000,Henry County,Henry County-Bibb County-GA
2583,Henry County-Miami-Dade County-FL-1819,"Miami-Dade County, FL",1819,2018,2019,204,3868000,57,1052000,147,2816000,Henry County,Henry County-Miami-Dade County-FL
2584,Henry County-Broward County-FL-1819,"Broward County, FL",1819,2018,2019,192,3951000,78,1596000,114,2355000,Henry County,Henry County-Broward County-FL
2585,Henry County-Coweta County-GA-1819,"Coweta County, GA",1819,2018,2019,141,3238000,339,12768000,-198,-9530000,Henry County,Henry County-Coweta County-GA
2586,Henry County-Douglas County-GA-1819,"Douglas County, GA",1819,2018,2019,169,3198000,133,2306000,36,892000,Henry County,Henry County-Douglas County-GA
2587,Henry County-Houston County-GA-1819,"Houston County, GA",1819,2018,2019,156,3924000,89,1649000,67,2275000,Henry County,Henry County-Houston County-GA
2588,Henry County-Kings County-NY-1819,"Kings County, NY",1819,2018,2019,118,2631000,45,608000,73,2023000,Henry County,Henry County-Kings County-NY
2589,Henry County-Chatham County-GA-1819,"Chatham County, GA",1819,2018,2019,118,1708000,52,1226000,66,482000,Henry County,Henry County-Chatham County-GA
2590,Henry County-Cook County-IL-1819,"Cook County, IL",1819,2018,2019,102,3453000,47,741000,55,2712000,Henry County,Henry County-Cook County-IL
2591,Henry County-Muscogee County-GA-1819,"Muscogee County, GA",1819,2018,2019,90,1552000,40,741000,50,811000,Henry County,Henry County-Muscogee County-GA
2592,Henry County-Monroe County-GA-1819,"Monroe County, GA",1819,2018,2019,97,1763000,209,6535000,-112,-4772000,Henry County,Henry County-Monroe County-GA
2593,Henry County-Los Angeles County-CA-1819,"Los Angeles County, CA",1819,2018,2019,69,2716000,42,865000,27,1851000,Henry County,Henry County-Los Angeles County-CA
2594,Henry County-Duval County-FL-1819,"Duval County, FL",1819,2018,2019,77,1265000,69,1712000,8,-447000,Henry County,Henry County-Duval County-FL
2595,Henry County-Orange County-FL-1819,"Orange County, FL",1819,2018,2019,70,1878000,77,1407000,-7,471000,Henry County,Henry County-Orange County-FL
2596,Henry County-Lamar County-GA-1819,"Lamar County, GA",1819,2018,2019,74,1839000,228,5963000,-154,-4124000,Henry County,Henry County-Lamar County-GA
2597,Henry County-Walton County-GA-1819,"Walton County, GA",1819,2018,2019,70,1576000,84,1726000,-14,-150000,Henry County,Henry County-Walton County-GA
2598,Henry County-Cherokee County-GA-1819,"Cherokee County, GA",1819,2018,2019,58,1158000,130,4691000,-72,-3533000,Henry County,Henry County-Cherokee County-GA
2599,Henry County-Paulding County-GA-1819,"Paulding County, GA",1819,2018,2019,66,1638000,103,2158000,-37,-520000,Henry County,Henry County-Paulding County-GA
2600,Henry County-Carroll County-GA-1819,"Carroll County, GA",1819,2018,2019,62,930000,52,1303000,10,-373000,Henry County,Henry County-Carroll County-GA
2601,Henry County-Palm Beach County-FL-1819,"Palm Beach County, FL",1819,2018,2019,68,1098000,51,833000,17,265000,Henry County,Henry County-Palm Beach County-FL
2602,Henry County-Pike County-GA-1819,"Pike County, GA",1819,2018,2019,66,1344000,210,6322000,-144,-4978000,Henry County,Henry County-Pike County-GA
2603,Henry County-Maricopa County-AZ-1819,"Maricopa County, AZ",1819,2018,2019,41,779000,56,1203000,-15,-424000,Henry County,Henry County-Maricopa County-AZ
2604,Henry County-Forsyth County-GA-1819,"Forsyth County, GA",1819,2018,2019,47,1886000,97,3238000,-50,-1352000,Henry County,Henry County-Forsyth County-GA
2605,Henry County-Lowndes County-GA-1819,"Lowndes County, GA",1819,2018,2019,52,633000,54,693000,-2,-60000,Henry County,Henry County-Lowndes County-GA
2606,Henry County-Hillsborough County-FL-1819,"Hillsborough County, FL",1819,2018,2019,47,572000,62,1815000,-15,-1243000,Henry County,Henry County-Hillsborough County-FL
2607,Henry County-Jasper County-GA-1819,"Jasper County, GA",1819,2018,2019,44,807000,135,4377000,-91,-3570000,Henry County,Henry County-Jasper County-GA
2608,Henry County-Prince George's County-MD-1819,"Prince George's County, MD",1819,2018,2019,30,1551000,37,1303000,-7,248000,Henry County,Henry County-Prince George's County-MD
2609,Henry County-San Diego County-CA-1819,"San Diego County, CA",1819,2018,2019,42,1025000,43,905000,-1,120000,Henry County,Henry County-San Diego County-CA
2610,Henry County-Troup County-GA-1819,"Troup County, GA",1819,2018,2019,40,772000,34,1119000,6,-347000,Henry County,Henry County-Troup County-GA
2611,Henry County-Mecklenburg County-NC-1819,"Mecklenburg County, NC",1819,2018,2019,43,821000,49,1053000,-6,-232000,Henry County,Henry County-Mecklenburg County-NC
2613,Rockdale County-DeKalb County-GA-1819,"DeKalb County, GA",1819,2018,2019,2027,36977000,1190,20291000,837,16686000,Rockdale County,Rockdale County-DeKalb County-GA
2614,Rockdale County-Newton County-GA-1819,"Newton County, GA",1819,2018,2019,1371,21869000,1697,28294000,-326,-6425000,Rockdale County,Rockdale County-Newton County-GA
2615,Rockdale County-Gwinnett County-GA-1819,"Gwinnett County, GA",1819,2018,2019,789,15507000,589,12460000,200,3047000,Rockdale County,Rockdale County-Gwinnett County-GA
2616,Rockdale County-Fulton County-GA-1819,"Fulton County, GA",1819,2018,2019,348,7323000,384,9694000,-36,-2371000,Rockdale County,Rockdale County-Fulton County-GA
2617,Rockdale County-Henry County-GA-1819,"Henry County, GA",1819,2018,2019,352,6954000,499,11560000,-147,-4606000,Rockdale County,Rockdale County-Henry County-GA
2618,Rockdale County-Clayton County-GA-1819,"Clayton County, GA",1819,2018,2019,249,3978000,270,3815000,-21,163000,Rockdale County,Rockdale County-Clayton County-GA
2619,Rockdale County-Walton County-GA-1819,"Walton County, GA",1819,2018,2019,212,3475000,275,5964000,-63,-2489000,Rockdale County,Rockdale County-Walton County-GA
2620,Rockdale County-Cobb County-GA-1819,"Cobb County, GA",1819,2018,2019,158,2929000,163,4883000,-5,-1954000,Rockdale County,Rockdale County-Cobb County-GA
2621,Rockdale County-Broward County-FL-1819,"Broward County, FL",1819,2018,2019,54,1141000,41,981000,13,160000,Rockdale County,Rockdale County-Broward County-FL
2622,Rockdale County-Douglas County-GA-1819,"Douglas County, GA",1819,2018,2019,51,679000,54,966000,-3,-287000,Rockdale County,Rockdale County-Douglas County-GA
2623,Rockdale County-Miami-Dade County-FL-1819,"Miami-Dade County, FL",1819,2018,2019,44,900000,49,675000,-5,225000,Rockdale County,Rockdale County-Miami-Dade County-FL
2625,Cherokee County-Cobb County-GA-1920,"Cobb County, GA",1920,2019,2020,5364,211013000,2874,88012000,2490,123001000,Cherokee County,Cherokee County-Cobb County-GA
2626,Cherokee County-Fulton County-GA-1920,"Fulton County, GA",1920,2019,2020,2757,134106000,1219,69584000,1538,64522000,Cherokee County,Cherokee County-Fulton County-GA
2627,Cherokee County-Forsyth County-GA-1920,"Forsyth County, GA",1920,2019,2020,941,46300000,662,28971000,279,17329000,Cherokee County,Cherokee County-Forsyth County-GA
2628,Cherokee County-Gwinnett County-GA-1920,"Gwinnett County, GA",1920,2019,2020,759,27065000,444,14883000,315,12182000,Cherokee County,Cherokee County-Gwinnett County-GA
2629,Cherokee County-DeKalb County-GA-1920,"DeKalb County, GA",1920,2019,2020,447,20099000,247,9480000,200,10619000,Cherokee County,Cherokee County-DeKalb County-GA
2630,Cherokee County-Bartow County-GA-1920,"Bartow County, GA",1920,2019,2020,518,12462000,1049,27922000,-531,-15460000,Cherokee County,Cherokee County-Bartow County-GA
2631,Cherokee County-Pickens County-GA-1920,"Pickens County, GA",1920,2019,2020,509,13306000,822,24396000,-313,-11090000,Cherokee County,Cherokee County-Pickens County-GA
2632,Cherokee County-Paulding County-GA-1920,"Paulding County, GA",1920,2019,2020,485,22582000,669,18091000,-184,4491000,Cherokee County,Cherokee County-Paulding County-GA
2633,Cherokee County-Gilmer County-GA-1920,"Gilmer County, GA",1920,2019,2020,172,5656000,161,6819000,11,-1163000,Cherokee County,Cherokee County-Gilmer County-GA
2634,Cherokee County-Henry County-GA-1920,"Henry County, GA",1920,2019,2020,151,7595000,67,1795000,84,5800000,Cherokee County,Cherokee County-Henry County-GA
2635,Cherokee County-Broward County-FL-1920,"Broward County, FL",1920,2019,2020,136,5326000,59,1892000,77,3434000,Cherokee County,Cherokee County-Broward County-FL
2636,Cherokee County-Douglas County-GA-1920,"Douglas County, GA",1920,2019,2020,126,3775000,91,1557000,35,2218000,Cherokee County,Cherokee County-Douglas County-GA
2637,Cherokee County-Hall County-GA-1920,"Hall County, GA",1920,2019,2020,93,3355000,193,8928000,-100,-5573000,Cherokee County,Cherokee County-Hall County-GA
2638,Cherokee County-Clayton County-GA-1920,"Clayton County, GA",1920,2019,2020,117,1877000,45,920000,72,957000,Cherokee County,Cherokee County-Clayton County-GA
2639,Cherokee County-Hillsborough County-FL-1920,"Hillsborough County, FL",1920,2019,2020,112,2921000,50,2340000,62,581000,Cherokee County,Cherokee County-Hillsborough County-FL
2640,Cherokee County-Miami-Dade County-FL-1920,"Miami-Dade County, FL",1920,2019,2020,91,2326000,43,709000,48,1617000,Cherokee County,Cherokee County-Miami-Dade County-FL
2641,Cherokee County-Palm Beach County-FL-1920,"Palm Beach County, FL",1920,2019,2020,100,3246000,73,2326000,27,920000,Cherokee County,Cherokee County-Palm Beach County-FL
2642,Cherokee County-Coweta County-GA-1920,"Coweta County, GA",1920,2019,2020,83,3670000,54,1825000,29,1845000,Cherokee County,Cherokee County-Coweta County-GA
2643,Cherokee County-Floyd County-GA-1920,"Floyd County, GA",1920,2019,2020,69,2350000,108,2577000,-39,-227000,Cherokee County,Cherokee County-Floyd County-GA
2644,Cherokee County-Pinellas County-FL-1920,"Pinellas County, FL",1920,2019,2020,67,2588000,53,2269000,14,319000,Cherokee County,Cherokee County-Pinellas County-FL
2645,Cherokee County-Maricopa County-AZ-1920,"Maricopa County, AZ",1920,2019,2020,79,3630000,62,2845000,17,785000,Cherokee County,Cherokee County-Maricopa County-AZ
