,unique_tag,secondary_county_y,yr_range,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net,arc_county,unique_tag2
3957,Fulton County-San Francisco County-CA-2021,"San Francisco County, CA",2021,2020,2021,226,60810000,162,20488000,64,40322000,Fulton County,Fulton County-San Francisco County-CA
3958,Fulton County-Middlesex County-MA-2021,"Middlesex County, MA",2021,2020,2021,238,19678000,149,10989000,89,8689000,Fulton County,Fulton County-Middlesex County-MA
3959,Fulton County-Santa Clara County-CA-2021,"Santa Clara County, CA",2021,2020,2021,281,37165000,211,14789000,70,22376000,Fulton County,Fulton County-Santa Clara County-CA
3960,Fulton County-San Diego County-CA-2021,"San Diego County, CA",2021,2020,2021,239,13298000,271,17168000,-32,-3870000,Fulton County,Fulton County-San Diego County-CA
3961,Fulton County-Hennepin County-MN-2021,"Hennepin County, MN",2021,2020,2021,227,14432000,95,8631000,132,5801000,Fulton County,Fulton County-Hennepin County-MN
3962,Fulton County-Bronx County-NY-2021,"Bronx County, NY",2021,2020,2021,225,7595000,59,1205000,166,6390000,Fulton County,Fulton County-Bronx County-NY
3963,Fulton County-Orange County-CA-2021,"Orange County, CA",2021,2020,2021,255,20732000,188,12966000,67,7766000,Fulton County,Fulton County-Orange County-CA
3964,Fulton County-Franklin County-OH-2021,"Franklin County, OH",2021,2020,2021,220,14249000,130,7665000,90,6584000,Fulton County,Fulton County-Franklin County-OH
3965,Fulton County-Suffolk County-MA-2021,"Suffolk County, MA",2021,2020,2021,183,13945000,128,11444000,55,2501000,Fulton County,Fulton County-Suffolk County-MA
3966,Fulton County-Clark County-NV-2021,"Clark County, NV",2021,2020,2021,235,9154000,220,10382000,15,-1228000,Fulton County,Fulton County-Clark County-NV
3967,Fulton County-Prince George's County-MD-2021,"Prince George's County, MD",2021,2020,2021,196,9014000,91,3191000,105,5823000,Fulton County,Fulton County-Prince George's County-MD
3968,Fulton County-Montgomery County-MD-2021,"Montgomery County, MD",2021,2020,2021,190,12906000,136,7912000,54,4994000,Fulton County,Fulton County-Montgomery County-MD
3969,Fulton County-Leon County-FL-2021,"Leon County, FL",2021,2020,2021,188,6093000,136,5178000,52,915000,Fulton County,Fulton County-Leon County-FL
3970,Fulton County-Hudson County-NJ-2021,"Hudson County, NJ",2021,2020,2021,187,15353000,95,6613000,92,8740000,Fulton County,Fulton County-Hudson County-NJ
3971,Fulton County-Cuyahoga County-OH-2021,"Cuyahoga County, OH",2021,2020,2021,223,8873000,94,5348000,129,3525000,Fulton County,Fulton County-Cuyahoga County-OH
3972,Fulton County-Fairfax County-VA-2021,"Fairfax County, VA",2021,2020,2021,227,19857000,139,9420000,88,10437000,Fulton County,Fulton County-Fairfax County-VA
3973,Fulton County-Carroll County-GA-2021,"Carroll County, GA",2021,2020,2021,183,4945000,307,6911000,-124,-1966000,Fulton County,Fulton County-Carroll County-GA
3974,Fulton County-Wayne County-MI-2021,"Wayne County, MI",2021,2020,2021,206,7156000,156,3000000,50,4156000,Fulton County,Fulton County-Wayne County-MI
3975,Fulton County-Charleston County-SC-2021,"Charleston County, SC",2021,2020,2021,159,14798000,317,48822000,-158,-34024000,Fulton County,Fulton County-Charleston County-SC
3976,Fulton County-Pinellas County-FL-2021,"Pinellas County, FL",2021,2020,2021,167,11096000,272,44464000,-105,-33368000,Fulton County,Fulton County-Pinellas County-FL
3977,Fulton County-Marion County-IN-2021,"Marion County, IN",2021,2020,2021,164,9236000,97,2761000,67,6475000,Fulton County,Fulton County-Marion County-IN
3978,Fulton County-Richland County-SC-2021,"Richland County, SC",2021,2020,2021,143,5561000,103,3857000,40,1704000,Fulton County,Fulton County-Richland County-SC
3979,Fulton County-Hamilton County-TN-2021,"Hamilton County, TN",2021,2020,2021,179,6665000,193,13483000,-14,-6818000,Fulton County,Fulton County-Hamilton County-TN
3980,Fulton County-Richmond County-GA-2021,"Richmond County, GA",2021,2020,2021,166,3883000,170,4677000,-4,-794000,Fulton County,Fulton County-Richmond County-GA
3981,Fulton County-Allegheny County-PA-2021,"Allegheny County, PA",2021,2020,2021,147,7049000,90,6585000,57,464000,Fulton County,Fulton County-Allegheny County-PA
3982,Fulton County-Greenville County-SC-2021,"Greenville County, SC",2021,2020,2021,149,7936000,201,11085000,-52,-3149000,Fulton County,Fulton County-Greenville County-SC
3983,Fulton County-Tarrant County-TX-2021,"Tarrant County, TX",2021,2020,2021,174,11655000,194,11575000,-20,80000,Fulton County,Fulton County-Tarrant County-TX
3984,Fulton County-Montgomery County-AL-2021,"Montgomery County, AL",2021,2020,2021,168,7244000,89,2331000,79,4913000,Fulton County,Fulton County-Montgomery County-AL
3985,Fulton County-St. Louis County-MO-2021,"St. Louis County, MO",2021,2020,2021,174,14280000,70,3694000,104,10586000,Fulton County,Fulton County-St. Louis County-MO
3986,Fulton County-Nassau County-NY-2021,"Nassau County, NY",2021,2020,2021,194,11240000,51,2350000,143,8890000,Fulton County,Fulton County-Nassau County-NY
3987,Fulton County-Oakland County-MI-2021,"Oakland County, MI",2021,2020,2021,169,9020000,115,11879000,54,-2859000,Fulton County,Fulton County-Oakland County-MI
3988,Fulton County-Essex County-NJ-2021,"Essex County, NJ",2021,2020,2021,163,8777000,81,2821000,82,5956000,Fulton County,Fulton County-Essex County-NJ
3989,Fulton County-Collin County-TX-2021,"Collin County, TX",2021,2020,2021,166,9400000,235,13285000,-69,-3885000,Fulton County,Fulton County-Collin County-TX
3990,Fulton County-Denver County-CO-2021,"Denver County, CO",2021,2020,2021,124,12400000,231,17885000,-107,-5485000,Fulton County,Fulton County-Denver County-CO
3991,Fulton County-Lee County-FL-2021,"Lee County, FL",2021,2020,2021,151,10858000,96,9283000,55,1575000,Fulton County,Fulton County-Lee County-FL
3992,Fulton County-Walton County-GA-2021,"Walton County, GA",2021,2020,2021,134,3838000,221,9298000,-87,-5460000,Fulton County,Fulton County-Walton County-GA
3993,Fulton County-Arlington County-VA-2021,"Arlington County, VA",2021,2020,2021,123,12909000,81,6328000,42,6581000,Fulton County,Fulton County-Arlington County-VA
3994,Fulton County-Orleans Parish-LA-2021,"Orleans Parish, LA",2021,2020,2021,142,4669000,104,5608000,38,-939000,Fulton County,Fulton County-Orleans Parish-LA
3995,Fulton County-Lowndes County-GA-2021,"Lowndes County, GA",2021,2020,2021,138,4560000,70,1842000,68,2718000,Fulton County,Fulton County-Lowndes County-GA
3996,Fulton County-Spalding County-GA-2021,"Spalding County, GA",2021,2020,2021,146,5021000,210,5397000,-64,-376000,Fulton County,Fulton County-Spalding County-GA
3997,Fulton County-Guilford County-NC-2021,"Guilford County, NC",2021,2020,2021,118,5898000,77,3226000,41,2672000,Fulton County,Fulton County-Guilford County-NC
3998,Fulton County-Houston County-GA-2021,"Houston County, GA",2021,2020,2021,128,3902000,147,4456000,-19,-554000,Fulton County,Fulton County-Houston County-GA
3999,Fulton County-Middlesex County-NJ-2021,"Middlesex County, NJ",2021,2020,2021,152,6515000,67,3446000,85,3069000,Fulton County,Fulton County-Middlesex County-NJ
4000,Fulton County-Westchester County-NY-2021,"Westchester County, NY",2021,2020,2021,150,13868000,42,2234000,108,11634000,Fulton County,Fulton County-Westchester County-NY
4001,Fulton County-Durham County-NC-2021,"Durham County, NC",2021,2020,2021,119,7442000,104,10638000,15,-3196000,Fulton County,Fulton County-Durham County-NC
4002,Fulton County-Lee County-AL-2021,"Lee County, AL",2021,2020,2021,105,3892000,111,4477000,-6,-585000,Fulton County,Fulton County-Lee County-AL
4003,Fulton County-Baltimore city-MD-2021,"Baltimore city, MD",2021,2020,2021,92,4979000,76,5066000,16,-87000,Fulton County,Fulton County-Baltimore city-MD
4004,Fulton County-Fairfield County-CT-2021,"Fairfield County, CT",2021,2020,2021,141,16589000,80,13662000,61,2927000,Fulton County,Fulton County-Fairfield County-CT
4005,Fulton County-Hamilton County-OH-2021,"Hamilton County, OH",2021,2020,2021,134,7148000,78,3858000,56,3290000,Fulton County,Fulton County-Hamilton County-OH
4006,Fulton County-Milwaukee County-WI-2021,"Milwaukee County, WI",2021,2020,2021,133,4300000,36,1199000,97,3101000,Fulton County,Fulton County-Milwaukee County-WI
4007,Fulton County-Columbia County-GA-2021,"Columbia County, GA",2021,2020,2021,114,6918000,80,4255000,34,2663000,Fulton County,Fulton County-Columbia County-GA
4008,Fulton County-Madison County-AL-2021,"Madison County, AL",2021,2020,2021,115,4679000,134,5596000,-19,-917000,Fulton County,Fulton County-Madison County-AL
4009,Fulton County-Suffolk County-NY-2021,"Suffolk County, NY",2021,2020,2021,95,5291000,36,3003000,59,2288000,Fulton County,Fulton County-Suffolk County-NY
4010,Fulton County-Seminole County-FL-2021,"Seminole County, FL",2021,2020,2021,124,4806000,104,5188000,20,-382000,Fulton County,Fulton County-Seminole County-FL
4011,Fulton County-Bartow County-GA-2021,"Bartow County, GA",2021,2020,2021,112,3202000,180,6031000,-68,-2829000,Fulton County,Fulton County-Bartow County-GA
4012,Fulton County-Bergen County-NJ-2021,"Bergen County, NJ",2021,2020,2021,140,7371000,62,4443000,78,2928000,Fulton County,Fulton County-Bergen County-NJ
4013,Fulton County-Troup County-GA-2021,"Troup County, GA",2021,2020,2021,130,2890000,157,4730000,-27,-1840000,Fulton County,Fulton County-Troup County-GA
4014,Fulton County-Baltimore County-MD-2021,"Baltimore County, MD",2021,2020,2021,117,7021000,67,1527000,50,5494000,Fulton County,Fulton County-Baltimore County-MD
4015,Fulton County-Bexar County-TX-2021,"Bexar County, TX",2021,2020,2021,124,4594000,95,7706000,29,-3112000,Fulton County,Fulton County-Bexar County-TX
4016,Fulton County-DuPage County-IL-2021,"DuPage County, IL",2021,2020,2021,159,11820000,43,2554000,116,9266000,Fulton County,Fulton County-DuPage County-IL
4017,Fulton County-Jefferson County-KY-2021,"Jefferson County, KY",2021,2020,2021,124,6096000,93,4897000,31,1199000,Fulton County,Fulton County-Jefferson County-KY
4018,Fulton County-Contra Costa County-CA-2021,"Contra Costa County, CA",2021,2020,2021,155,9637000,91,8210000,64,1427000,Fulton County,Fulton County-Contra Costa County-CA
4019,Fulton County-Alachua County-FL-2021,"Alachua County, FL",2021,2020,2021,104,5049000,53,2765000,51,2284000,Fulton County,Fulton County-Alachua County-FL
4020,Fulton County-Dougherty County-GA-2021,"Dougherty County, GA",2021,2020,2021,133,1774000,83,1888000,50,-114000,Fulton County,Fulton County-Dougherty County-GA
4021,Fulton County-Richmond city-VA-2021,"Richmond city, VA",2021,2020,2021,103,4980000,54,3240000,49,1740000,Fulton County,Fulton County-Richmond city-VA
4022,Fulton County-Barrow County-GA-2021,"Barrow County, GA",2021,2020,2021,104,4242000,209,8253000,-105,-4011000,Fulton County,Fulton County-Barrow County-GA
4023,Fulton County-Knox County-TN-2021,"Knox County, TN",2021,2020,2021,89,4560000,116,11121000,-27,-6561000,Fulton County,Fulton County-Knox County-TN
4024,Fulton County-Monroe County-NY-2021,"Monroe County, NY",2021,2020,2021,89,2750000,46,2122000,43,628000,Fulton County,Fulton County-Monroe County-NY
4025,Fulton County-East Baton Rouge Parish-LA-2021,"East Baton Rouge Parish, LA",2021,2020,2021,90,4234000,49,1911000,41,2323000,Fulton County,Fulton County-East Baton Rouge Parish-LA
4026,Fulton County-St. Louis city-MO-2021,"St. Louis city, MO",2021,2020,2021,85,4537000,44,1722000,41,2815000,Fulton County,Fulton County-St. Louis city-MO
4027,Fulton County-New Castle County-DE-2021,"New Castle County, DE",2021,2020,2021,92,4007000,54,2132000,38,1875000,Fulton County,Fulton County-New Castle County-DE
4028,Fulton County-Multnomah County-OR-2021,"Multnomah County, OR",2021,2020,2021,71,3520000,67,5449000,4,-1929000,Fulton County,Fulton County-Multnomah County-OR
4029,Fulton County-Beaufort County-SC-2021,"Beaufort County, SC",2021,2020,2021,89,10914000,205,41360000,-116,-30446000,Fulton County,Fulton County-Beaufort County-SC
4030,Fulton County-Brevard County-FL-2021,"Brevard County, FL",2021,2020,2021,91,2795000,92,4142000,-1,-1347000,Fulton County,Fulton County-Brevard County-FL
4031,Fulton County-Bulloch County-GA-2021,"Bulloch County, GA",2021,2020,2021,74,1481000,42,1394000,32,87000,Fulton County,Fulton County-Bulloch County-GA
4032,Fulton County-Washtenaw County-MI-2021,"Washtenaw County, MI",2021,2020,2021,84,5169000,24,1136000,60,4033000,Fulton County,Fulton County-Washtenaw County-MI
4033,Fulton County-Shelby County-AL-2021,"Shelby County, AL",2021,2020,2021,77,3825000,45,3092000,32,733000,Fulton County,Fulton County-Shelby County-AL
4034,Fulton County-Hartford County-CT-2021,"Hartford County, CT",2021,2020,2021,105,6515000,49,2812000,56,3703000,Fulton County,Fulton County-Hartford County-CT
4035,Fulton County-Virginia Beach city-VA-2021,"Virginia Beach city, VA",2021,2020,2021,104,8676000,61,3219000,43,5457000,Fulton County,Fulton County-Virginia Beach city-VA
4036,Fulton County-New Haven County-CT-2021,"New Haven County, CT",2021,2020,2021,88,4145000,37,1518000,51,2627000,Fulton County,Fulton County-New Haven County-CT
4037,Fulton County-Glynn County-GA-2021,"Glynn County, GA",2021,2020,2021,75,4296000,186,13607000,-111,-9311000,Fulton County,Fulton County-Glynn County-GA
4038,Fulton County-Dane County-WI-2021,"Dane County, WI",2021,2020,2021,84,4553000,33,2523000,51,2030000,Fulton County,Fulton County-Dane County-WI
4039,Fulton County-Forsyth County-NC-2021,"Forsyth County, NC",2021,2020,2021,68,3149000,70,3730000,-2,-581000,Fulton County,Fulton County-Forsyth County-NC
4040,Fulton County-Mobile County-AL-2021,"Mobile County, AL",2021,2020,2021,85,2616000,81,2976000,4,-360000,Fulton County,Fulton County-Mobile County-AL
4041,Fulton County-Arapahoe County-CO-2021,"Arapahoe County, CO",2021,2020,2021,90,3228000,68,3599000,22,-371000,Fulton County,Fulton County-Arapahoe County-CO
4042,Fulton County-Dawson County-GA-2021,"Dawson County, GA",2021,2020,2021,77,3576000,206,13041000,-129,-9465000,Fulton County,Fulton County-Dawson County-GA
4043,Fulton County-Erie County-NY-2021,"Erie County, NY",2021,2020,2021,85,2598000,37,1461000,48,1137000,Fulton County,Fulton County-Erie County-NY
4044,Fulton County-Norfolk County-MA-2021,"Norfolk County, MA",2021,2020,2021,83,5025000,47,3244000,36,1781000,Fulton County,Fulton County-Norfolk County-MA
4045,Fulton County-Buncombe County-NC-2021,"Buncombe County, NC",2021,2020,2021,69,4942000,93,22446000,-24,-17504000,Fulton County,Fulton County-Buncombe County-NC
4046,Fulton County-Collier County-FL-2021,"Collier County, FL",2021,2020,2021,85,7802000,119,22497000,-34,-14695000,Fulton County,Fulton County-Collier County-FL
4047,Fulton County-Polk County-FL-2021,"Polk County, FL",2021,2020,2021,78,2842000,95,3510000,-17,-668000,Fulton County,Fulton County-Polk County-FL
4048,Fulton County-Sacramento County-CA-2021,"Sacramento County, CA",2021,2020,2021,81,2676000,52,1949000,29,727000,Fulton County,Fulton County-Sacramento County-CA
4049,Fulton County-Escambia County-FL-2021,"Escambia County, FL",2021,2020,2021,83,2039000,78,4251000,5,-2212000,Fulton County,Fulton County-Escambia County-FL
4050,Fulton County-Anne Arundel County-MD-2021,"Anne Arundel County, MD",2021,2020,2021,82,9127000,39,1957000,43,7170000,Fulton County,Fulton County-Anne Arundel County-MD
4051,Fulton County-Pulaski County-AR-2021,"Pulaski County, AR",2021,2020,2021,82,2885000,44,1579000,38,1306000,Fulton County,Fulton County-Pulaski County-AR
4052,Fulton County-Henrico County-VA-2021,"Henrico County, VA",2021,2020,2021,76,3929000,50,4710000,26,-781000,Fulton County,Fulton County-Henrico County-VA
4053,Fulton County-El Paso County-CO-2021,"El Paso County, CO",2021,2020,2021,71,2283000,70,4093000,1,-1810000,Fulton County,Fulton County-El Paso County-CO
4054,Fulton County-Volusia County-FL-2021,"Volusia County, FL",2021,2020,2021,61,3289000,92,7258000,-31,-3969000,Fulton County,Fulton County-Volusia County-FL
4055,Fulton County-Salt Lake County-UT-2021,"Salt Lake County, UT",2021,2020,2021,94,4067000,99,8653000,-5,-4586000,Fulton County,Fulton County-Salt Lake County-UT
4056,Fulton County-Riverside County-CA-2021,"Riverside County, CA",2021,2020,2021,81,5871000,66,3117000,15,2754000,Fulton County,Fulton County-Riverside County-CA
4057,Fulton County-Lake County-IL-2021,"Lake County, IL",2021,2020,2021,121,9027000,31,1766000,90,7261000,Fulton County,Fulton County-Lake County-IL
4058,Fulton County-Jackson County-MO-2021,"Jackson County, MO",2021,2020,2021,69,3075000,38,1199000,31,1876000,Fulton County,Fulton County-Jackson County-MO
4059,Fulton County-Baldwin County-AL-2021,"Baldwin County, AL",2021,2020,2021,63,2525000,85,8228000,-22,-5703000,Fulton County,Fulton County-Baldwin County-AL
4060,Fulton County-Floyd County-GA-2021,"Floyd County, GA",2021,2020,2021,67,2931000,110,4142000,-43,-1211000,Fulton County,Fulton County-Floyd County-GA
4061,Fulton County-St. Johns County-FL-2021,"St. Johns County, FL",2021,2020,2021,76,4981000,188,49138000,-112,-44157000,Fulton County,Fulton County-St. Johns County-FL
4062,Fulton County-Union County-NJ-2021,"Union County, NJ",2021,2020,2021,75,2890000,32,2140000,43,750000,Fulton County,Fulton County-Union County-NJ
4063,Fulton County-San Mateo County-CA-2021,"San Mateo County, CA",2021,2020,2021,75,7353000,52,4324000,23,3029000,Fulton County,Fulton County-San Mateo County-CA
4064,Fulton County-Sarasota County-FL-2021,"Sarasota County, FL",2021,2020,2021,63,10592000,160,16081000,-97,-5489000,Fulton County,Fulton County-Sarasota County-FL
4065,Fulton County-Fort Bend County-TX-2021,"Fort Bend County, TX",2021,2020,2021,90,6831000,84,7728000,6,-897000,Fulton County,Fulton County-Fort Bend County-TX
4066,Fulton County-Jackson County-GA-2021,"Jackson County, GA",2021,2020,2021,55,1838000,125,6511000,-70,-4673000,Fulton County,Fulton County-Jackson County-GA
4067,Fulton County-Cumberland County-NC-2021,"Cumberland County, NC",2021,2020,2021,75,2158000,38,843000,37,1315000,Fulton County,Fulton County-Cumberland County-NC
4068,Fulton County-Norfolk city-VA-2021,"Norfolk city, VA",2021,2020,2021,71,5155000,34,665000,37,4490000,Fulton County,Fulton County-Norfolk city-VA
4069,Fulton County-Manatee County-FL-2021,"Manatee County, FL",2021,2020,2021,67,3912000,132,23271000,-65,-19359000,Fulton County,Fulton County-Manatee County-FL
4070,Fulton County-Hinds County-MS-2021,"Hinds County, MS",2021,2020,2021,64,1535000,35,1080000,29,455000,Fulton County,Fulton County-Hinds County-MS
4071,Fulton County-Pasco County-FL-2021,"Pasco County, FL",2021,2020,2021,67,3715000,104,4936000,-37,-1221000,Fulton County,Fulton County-Pasco County-FL
4072,Fulton County-Lexington County-SC-2021,"Lexington County, SC",2021,2020,2021,58,2577000,42,2147000,16,430000,Fulton County,Fulton County-Lexington County-SC
4073,Fulton County-Baldwin County-GA-2021,"Baldwin County, GA",2021,2020,2021,55,1935000,69,1668000,-14,267000,Fulton County,Fulton County-Baldwin County-GA
4074,Fulton County-Honolulu County-HI-2021,"Honolulu County, HI",2021,2020,2021,70,2124000,38,1495000,32,629000,Fulton County,Fulton County-Honolulu County-HI
4075,Fulton County-Jefferson Parish-LA-2021,"Jefferson Parish, LA",2021,2020,2021,64,1387000,40,895000,24,492000,Fulton County,Fulton County-Jefferson Parish-LA
4076,Fulton County-Denton County-TX-2021,"Denton County, TX",2021,2020,2021,66,3350000,163,12086000,-97,-8736000,Fulton County,Fulton County-Denton County-TX
4077,Fulton County-Montgomery County-PA-2021,"Montgomery County, PA",2021,2020,2021,80,4870000,61,3923000,19,947000,Fulton County,Fulton County-Montgomery County-PA
4078,Fulton County-Williamson County-TN-2021,"Williamson County, TN",2021,2020,2021,68,4198000,85,7839000,-17,-3641000,Fulton County,Fulton County-Williamson County-TN
4079,Fulton County-San Bernardino County-CA-2021,"San Bernardino County, CA",2021,2020,2021,62,2096000,49,1374000,13,722000,Fulton County,Fulton County-San Bernardino County-CA
4080,Fulton County-Lumpkin County-GA-2021,"Lumpkin County, GA",2021,2020,2021,47,2277000,83,4972000,-36,-2695000,Fulton County,Fulton County-Lumpkin County-GA
4081,Fulton County-Pickens County-GA-2021,"Pickens County, GA",2021,2020,2021,61,5148000,177,15511000,-116,-10363000,Fulton County,Fulton County-Pickens County-GA
4082,Fulton County-Pima County-AZ-2021,"Pima County, AZ",2021,2020,2021,49,2493000,62,3368000,-13,-875000,Fulton County,Fulton County-Pima County-AZ
4083,Fulton County-Okaloosa County-FL-2021,"Okaloosa County, FL",2021,2020,2021,53,2621000,49,3911000,4,-1290000,Fulton County,Fulton County-Okaloosa County-FL
4084,Fulton County-Liberty County-GA-2021,"Liberty County, GA",2021,2020,2021,56,1404000,44,773000,12,631000,Fulton County,Fulton County-Liberty County-GA
4085,Fulton County-Mercer County-NJ-2021,"Mercer County, NJ",2021,2020,2021,64,2785000,37,2391000,27,394000,Fulton County,Fulton County-Mercer County-NJ
4086,Fulton County-Kent County-MI-2021,"Kent County, MI",2021,2020,2021,53,2230000,43,2540000,10,-310000,Fulton County,Fulton County-Kent County-MI
4087,Fulton County-Horry County-SC-2021,"Horry County, SC",2021,2020,2021,47,1538000,57,4472000,-10,-2934000,Fulton County,Fulton County-Horry County-SC
4088,Fulton County-Spartanburg County-SC-2021,"Spartanburg County, SC",2021,2020,2021,44,1562000,50,4321000,-6,-2759000,Fulton County,Fulton County-Spartanburg County-SC
4089,Fulton County-Alexandria city-VA-2021,"Alexandria city, VA",2021,2020,2021,38,4134000,48,2778000,-10,1356000,Fulton County,Fulton County-Alexandria city-VA
4090,Fulton County-Montgomery County-OH-2021,"Montgomery County, OH",2021,2020,2021,51,1265000,44,1412000,7,-147000,Fulton County,Fulton County-Montgomery County-OH
4091,Fulton County-Pierce County-WA-2021,"Pierce County, WA",2021,2020,2021,44,2266000,59,3241000,-15,-975000,Fulton County,Fulton County-Pierce County-WA
4092,Fulton County-Oconee County-GA-2021,"Oconee County, GA",2021,2020,2021,39,1819000,115,9059000,-76,-7240000,Fulton County,Fulton County-Oconee County-GA
4093,Fulton County-Lake County-FL-2021,"Lake County, FL",2021,2020,2021,42,1656000,61,3376000,-19,-1720000,Fulton County,Fulton County-Lake County-FL
4094,Fulton County-Osceola County-FL-2021,"Osceola County, FL",2021,2020,2021,42,1543000,67,2803000,-25,-1260000,Fulton County,Fulton County-Osceola County-FL
4095,Fulton County-Johnson County-KS-2021,"Johnson County, KS",2021,2020,2021,49,2564000,40,6145000,9,-3581000,Fulton County,Fulton County-Johnson County-KS
4096,Fulton County-Fayette County-KY-2021,"Fayette County, KY",2021,2020,2021,34,1358000,45,2534000,-11,-1176000,Fulton County,Fulton County-Fayette County-KY
4097,Fulton County-Oklahoma County-OK-2021,"Oklahoma County, OK",2021,2020,2021,62,1640000,43,1196000,19,444000,Fulton County,Fulton County-Oklahoma County-OK
4098,Fulton County-Rutherford County-TN-2021,"Rutherford County, TN",2021,2020,2021,44,1067000,43,2236000,1,-1169000,Fulton County,Fulton County-Rutherford County-TN
4099,Fulton County-Loudoun County-VA-2021,"Loudoun County, VA",2021,2020,2021,59,4982000,65,3185000,-6,1797000,Fulton County,Fulton County-Loudoun County-VA
4100,Fulton County-St. Lucie County-FL-2021,"St. Lucie County, FL",2021,2020,2021,49,1768000,65,3522000,-16,-1754000,Fulton County,Fulton County-St. Lucie County-FL
4101,Fulton County-Walton County-FL-2021,"Walton County, FL",2021,2020,2021,58,9723000,227,99456000,-169,-89733000,Fulton County,Fulton County-Walton County-FL
4102,Fulton County-Howard County-MD-2021,"Howard County, MD",2021,2020,2021,43,2928000,37,3109000,6,-181000,Fulton County,Fulton County-Howard County-MD
4103,Fulton County-New Hanover County-NC-2021,"New Hanover County, NC",2021,2020,2021,41,1698000,55,4480000,-14,-2782000,Fulton County,Fulton County-New Hanover County-NC
4104,Fulton County-Washington County-OR-2021,"Washington County, OR",2021,2020,2021,49,3027000,41,1500000,8,1527000,Fulton County,Fulton County-Washington County-OR
4105,Fulton County-Aiken County-SC-2021,"Aiken County, SC",2021,2020,2021,46,2707000,58,2585000,-12,122000,Fulton County,Fulton County-Aiken County-SC
4106,Fulton County-Snohomish County-WA-2021,"Snohomish County, WA",2021,2020,2021,47,3086000,39,1951000,8,1135000,Fulton County,Fulton County-Snohomish County-WA
4107,Fulton County-Hamilton County-IN-2021,"Hamilton County, IN",2021,2020,2021,41,2255000,39,4678000,2,-2423000,Fulton County,Fulton County-Hamilton County-IN
4108,Fulton County-Orange County-NC-2021,"Orange County, NC",2021,2020,2021,37,1778000,42,2684000,-5,-906000,Fulton County,Fulton County-Orange County-NC
4109,Fulton County-Montgomery County-TN-2021,"Montgomery County, TN",2021,2020,2021,46,1678000,47,1306000,-1,372000,Fulton County,Fulton County-Montgomery County-TN
4110,Fulton County-Boulder County-CO-2021,"Boulder County, CO",2021,2020,2021,46,2937000,51,4558000,-5,-1621000,Fulton County,Fulton County-Boulder County-CO
4111,Fulton County-Jefferson County-CO-2021,"Jefferson County, CO",2021,2020,2021,51,2609000,65,5391000,-14,-2782000,Fulton County,Fulton County-Jefferson County-CO
4112,Fulton County-Chesterfield County-VA-2021,"Chesterfield County, VA",2021,2020,2021,42,1609000,34,1375000,8,234000,Fulton County,Fulton County-Chesterfield County-VA
4113,Fulton County-Putnam County-GA-2021,"Putnam County, GA",2021,2020,2021,38,2470000,66,7739000,-28,-5269000,Fulton County,Fulton County-Putnam County-GA
4114,Fulton County-Prince William County-VA-2021,"Prince William County, VA",2021,2020,2021,34,2045000,31,1549000,3,496000,Fulton County,Fulton County-Prince William County-VA
4115,Fulton County-Bernalillo County-NM-2021,"Bernalillo County, NM",2021,2020,2021,40,1549000,32,1285000,8,264000,Fulton County,Fulton County-Bernalillo County-NM
4116,Fulton County-El Paso County-TX-2021,"El Paso County, TX",2021,2020,2021,30,1041000,39,1237000,-9,-196000,Fulton County,Fulton County-El Paso County-TX
4117,Fulton County-York County-SC-2021,"York County, SC",2021,2020,2021,33,2143000,64,2534000,-31,-391000,Fulton County,Fulton County-York County-SC
4118,Fulton County-Upson County-GA-2021,"Upson County, GA",2021,2020,2021,33,814000,46,865000,-13,-51000,Fulton County,Fulton County-Upson County-GA
4119,Fulton County-Whitfield County-GA-2021,"Whitfield County, GA",2021,2020,2021,26,1127000,38,1118000,-12,9000,Fulton County,Fulton County-Whitfield County-GA
4120,Fulton County-Somerset County-NJ-2021,"Somerset County, NJ",2021,2020,2021,40,2496000,34,1578000,6,918000,Fulton County,Fulton County-Somerset County-NJ
4121,Fulton County-Berkeley County-SC-2021,"Berkeley County, SC",2021,2020,2021,35,1901000,42,2795000,-7,-894000,Fulton County,Fulton County-Berkeley County-SC
4122,Fulton County-Bell County-TX-2021,"Bell County, TX",2021,2020,2021,37,923000,38,634000,-1,289000,Fulton County,Fulton County-Bell County-TX
4123,Fulton County-Calhoun County-AL-2021,"Calhoun County, AL",2021,2020,2021,34,682000,32,1261000,2,-579000,Fulton County,Fulton County-Calhoun County-AL
4124,Fulton County-Douglas County-CO-2021,"Douglas County, CO",2021,2020,2021,46,2738000,50,8713000,-4,-5975000,Fulton County,Fulton County-Douglas County-CO
4125,Fulton County-Meriwether County-GA-2021,"Meriwether County, GA",2021,2020,2021,40,1300000,52,3365000,-12,-2065000,Fulton County,Fulton County-Meriwether County-GA
4126,Fulton County-Williamson County-TX-2021,"Williamson County, TX",2021,2020,2021,32,1718000,80,6040000,-48,-4322000,Fulton County,Fulton County-Williamson County-TX
4128,Gwinnett County-DeKalb County-GA-2021,"DeKalb County, GA",2021,2020,2021,11524,284053000,7110,187496000,4414,96557000,Gwinnett County,Gwinnett County-DeKalb County-GA
4129,Gwinnett County-Fulton County-GA-2021,"Fulton County, GA",2021,2020,2021,6436,261189000,5475,240411000,961,20778000,Gwinnett County,Gwinnett County-Fulton County-GA
